Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
33,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,Yes,8,5,0,4
43,No,Travel_Rarely,Sales,3,Marketing,4,Female,3,4,Manager,4,Married,Yes,22,17,1,9
33,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,No,13,9,1,7
52,No,Non-Travel,Sales,4,Life Sciences,1,Male,2,5,Manager,3,Single,Yes,33,33,15,12
32,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,No,6,4,1,2
32,Yes,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,Yes,4,3,1,2
39,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,No,7,3,1,2
32,No,Non-Travel,Sales,4,Marketing,3,Male,3,2,Sales Executive,4,Married,No,4,3,2,2
41,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,No,17,1,0,0
40,No,Travel_Rarely,Research & Development,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,No,9,9,4,7
45,No,Travel_Rarely,Research & Development,3,Other,3,Male,4,5,Manager,4,Married,No,25,24,1,7
31,No,Travel_Frequently,Research & Development,4,Medical,2,Male,3,3,Research Director,3,Divorced,No,9,2,2,2
33,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,No,2,2,0,2
34,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,No,13,11,5,9
37,No,Travel_Rarely,Research & Development,2,Medical,3,Female,2,1,Research Scientist,1,Married,No,17,3,0,2
45,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,No,9,3,0,2
37,Yes,Travel_Frequently,Research & Development,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,No,17,1,0,0
39,No,Travel_Frequently,Research & Development,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,No,20,19,11,8
29,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,No,6,6,1,5
42,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,Yes,10,3,0,2
29,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,No,10,3,0,2
25,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,No,5,4,1,2
42,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,Yes,10,9,7,8
40,No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,5,Research Director,3,Divorced,No,22,21,3,9
51,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,No,1,1,0,0
31,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,No,6,5,1,4
32,No,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,No,5,5,0,3
38,No,Non-Travel,Sales,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,No,13,8,7,5
32,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,No,9,6,0,4
46,No,Travel_Rarely,Sales,3,Technical Degree,3,Female,1,4,Manager,2,Married,Yes,28,7,7,7
28,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,No,5,0,0,0
29,No,Travel_Rarely,Sales,3,Medical,1,Male,2,2,Sales Executive,2,Married,No,10,0,0,0
31,No,Travel_Rarely,Research & Development,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,No,10,9,7,8
25,No,Non-Travel,Research & Development,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,No,6,6,1,5
45,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,Yes,21,20,4,10
36,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,No,16,15,10,11
55,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,5,Manager,1,Single,Yes,37,36,4,13
47,Yes,Non-Travel,Research & Development,4,Life Sciences,1,Male,3,3,Manager,2,Married,Yes,10,10,9,9
28,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,1,Research Scientist,4,Married,No,5,5,0,4
37,No,Travel_Rarely,Sales,4,Medical,3,Male,3,2,Sales Executive,4,Married,No,7,5,0,1
21,No,Travel_Rarely,Research & Development,2,Medical,4,Male,2,1,Research Scientist,3,Single,No,3,3,1,0
37,No,Non-Travel,Research & Development,4,Medical,1,Female,3,3,Research Director,4,Divorced,Yes,15,5,0,2
35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,No,10,7,6,2
38,No,Travel_Rarely,Sales,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,Yes,8,8,7,7
26,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,No,6,6,1,4
50,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,No,28,10,1,6
53,No,Travel_Rarely,Research & Development,4,Medical,3,Male,3,4,Research Director,3,Married,Yes,21,5,1,3
42,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,No,20,20,11,6
29,No,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,No,10,10,0,9
55,No,Travel_Rarely,Research & Development,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,Yes,12,10,0,8
26,No,Travel_Frequently,Research & Development,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,Yes,5,5,3,3
37,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,No,17,17,5,7
44,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,Yes,19,1,0,0
38,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,No,10,2,1,2
26,Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,Yes,5,3,0,2
28,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,No,5,5,0,2
49,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,3,5,Research Director,1,Single,Yes,22,3,1,2
36,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,No,10,8,7,7
31,No,Travel_Frequently,Sales,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,No,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,Marketing,4,Male,2,2,Sales Executive,4,Single,Yes,8,8,7,4
37,No,Travel_Frequently,Research & Development,3,Medical,2,Male,3,1,Research Scientist,4,Married,Yes,4,4,1,2
42,No,Travel_Frequently,Sales,3,Marketing,3,Female,3,4,Sales Executive,2,Married,No,23,20,4,8
18,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,No,0,0,0,0
35,No,Travel_Rarely,Sales,3,Marketing,3,Male,3,3,Sales Executive,2,Married,No,12,11,6,9
36,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,No,4,1,0,0
51,No,Travel_Rarely,Research & Development,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,No,13,4,1,2
41,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,3,4,Manager,2,Single,No,22,22,0,4
18,No,Travel_Rarely,Sales,3,Medical,4,Female,2,1,Sales Representative,3,Single,No,0,0,0,0
28,No,Travel_Rarely,Research & Development,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,No,9,8,0,7
31,No,Travel_Rarely,Sales,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,No,10,8,7,7
39,No,Travel_Rarely,Research & Development,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,No,19,18,3,7
36,No,Non-Travel,Research & Development,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,No,11,9,0,8
32,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,No,13,13,4,8
38,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,2,3,Research Director,2,Married,No,19,10,0,1
58,No,Non-Travel,Research & Development,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,Yes,12,5,1,2
31,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,Yes,6,5,0,3
31,No,Travel_Rarely,Human Resources,3,Human Resources,1,Male,2,2,Human Resources,1,Married,No,9,2,1,0
45,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,No,24,24,9,11
31,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,Yes,3,2,2,2
33,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,3,Manager,2,Married,No,12,10,8,8
39,No,Travel_Rarely,Research & Development,1,Medical,3,Male,3,4,Manager,1,Married,Yes,21,21,11,10
43,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,No,9,8,1,7
49,No,Travel_Rarely,Research & Development,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,Yes,25,7,0,7
52,Yes,Travel_Rarely,Research & Development,4,Medical,3,Male,2,2,Research Scientist,2,Married,No,11,8,7,7
27,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,Yes,4,4,1,2
32,No,Travel_Rarely,Sales,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,Yes,13,13,11,9
27,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,Yes,5,5,0,4
31,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,No,13,7,1,7
32,No,Travel_Rarely,Research & Development,4,Medical,1,Female,4,2,Research Scientist,4,Single,No,10,7,0,7
28,Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,1,1,Research Scientist,4,Married,Yes,5,3,2,2
30,No,Travel_Rarely,Research & Development,2,Medical,4,Female,3,2,Research Scientist,4,Married,No,11,10,1,9
31,No,Travel_Frequently,Research & Development,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,No,10,10,8,9
39,No,Travel_Frequently,Research & Development,2,Medical,3,Male,2,5,Manager,4,Married,No,21,21,13,3
39,Yes,Travel_Rarely,Sales,2,Medical,4,Female,3,2,Sales Executive,3,Married,Yes,12,1,0,0
33,No,Travel_Frequently,Sales,3,Marketing,2,Male,2,2,Sales Executive,4,Single,No,9,7,0,1
47,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,5,Research Director,3,Married,No,21,3,1,1
43,No,Travel_Frequently,Research & Development,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,No,9,9,0,0
27,No,Non-Travel,Sales,1,Marketing,3,Male,3,2,Sales Executive,2,Married,Yes,6,5,1,4
54,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,No,20,4,0,3
43,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,No,10,1,0,0
45,No,Travel_Rarely,Research & Development,4,Other,4,Male,3,2,Research Scientist,4,Married,No,12,10,9,8
40,No,Travel_Rarely,Sales,2,Medical,2,Male,1,2,Sales Executive,4,Married,Yes,6,4,0,2
29,Yes,Travel_Rarely,Research & Development,4,Other,2,Male,1,1,Laboratory Technician,1,Married,Yes,7,7,0,7
29,No,Travel_Rarely,Research & Development,5,Other,2,Male,2,1,Laboratory Technician,4,Single,No,4,3,2,2
30,No,Travel_Rarely,Sales,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,No,10,10,1,2
27,No,Travel_Rarely,Sales,4,Marketing,2,Female,3,2,Sales Executive,2,Married,No,8,8,0,7
37,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,No,8,6,0,4
38,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,Yes,12,11,2,9
31,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,Yes,11,11,4,10
29,No,Travel_Rarely,Sales,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,Yes,7,7,1,7
35,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,No,17,16,0,13
23,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,No,4,4,0,2
41,No,Travel_Rarely,Research & Development,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,Yes,8,5,1,2
47,No,Travel_Frequently,Sales,1,Medical,2,Male,3,2,Sales Representative,3,Single,No,5,0,0,0
42,No,Travel_Rarely,Research & Development,5,Life Sciences,1,Female,3,4,Research Director,4,Single,No,16,1,0,0
29,No,Non-Travel,Sales,3,Life Sciences,4,Male,3,2,Sales Executive,3,Married,No,4,4,0,2
42,No,Travel_Rarely,Human Resources,1,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,Yes,4,3,1,0
32,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,2,Married,No,8,8,0,7
48,No,Travel_Rarely,Sales,1,Medical,1,Female,3,3,Manager,3,Married,No,15,0,0,0
37,No,Travel_Rarely,Research & Development,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,Yes,13,7,6,7
30,No,Non-Travel,Sales,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,Yes,4,2,2,2
26,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,2,Sales Executive,3,Married,No,8,8,7,7
42,No,Travel_Rarely,Research & Development,4,Other,1,Male,2,2,Healthcare Representative,4,Single,No,14,1,0,0
21,Yes,Travel_Frequently,Sales,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,Yes,3,3,1,2
36,No,Non-Travel,Sales,5,Medical,4,Female,3,2,Sales Executive,4,Single,No,7,1,0,0
36,No,Travel_Frequently,Sales,4,Medical,1,Male,2,3,Sales Executive,4,Married,No,16,13,1,12
57,No,Travel_Rarely,Research & Development,4,Medical,4,Male,3,2,Healthcare Representative,3,Married,No,15,3,1,2
40,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,Yes,10,7,1,7
21,No,Non-Travel,Sales,2,Medical,1,Male,3,1,Sales Representative,4,Single,No,3,3,2,2
33,Yes,Travel_Rarely,Sales,3,Marketing,4,Female,3,1,Sales Representative,3,Single,Yes,1,1,0,0
37,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,No,17,5,0,3
46,No,Non-Travel,Research & Development,4,Medical,3,Female,3,2,Manufacturing Director,3,Married,No,7,1,0,0
41,Yes,Travel_Frequently,Sales,3,Marketing,1,Male,3,2,Sales Executive,2,Single,No,8,8,7,7
50,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,No,20,4,1,3
40,Yes,Travel_Rarely,Sales,2,Marketing,3,Male,2,2,Sales Executive,3,Married,Yes,8,6,1,0
31,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,1,Research Scientist,2,Single,Yes,3,2,2,2
21,Yes,Travel_Rarely,Sales,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,No,1,1,0,0
29,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,No,6,3,1,2
35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,2,2,Healthcare Representative,2,Single,No,10,1,0,0
27,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,1,Laboratory Technician,2,Divorced,No,5,5,0,4
28,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,No,7,7,0,7
49,No,Travel_Rarely,Research & Development,3,Other,2,Male,2,3,Healthcare Representative,3,Single,No,26,5,0,0
51,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,2,Sales Executive,4,Married,No,18,7,0,7
36,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Research Scientist,3,Married,No,6,2,2,2
34,Yes,Non-Travel,Sales,3,Marketing,1,Male,4,2,Sales Executive,4,Single,Yes,9,5,0,4
55,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,4,Manager,4,Single,Yes,30,5,1,2
24,No,Travel_Rarely,Sales,4,Marketing,4,Female,3,2,Sales Executive,3,Divorced,Yes,5,5,0,3
30,No,Travel_Rarely,Sales,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,No,1,1,0,0
26,Yes,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,3,1,Research Scientist,1,Single,No,7,6,0,4
22,No,Travel_Rarely,Research & Development,3,Medical,1,Female,3,1,Research Scientist,2,Married,No,2,2,1,2
36,No,Travel_Rarely,Sales,2,Medical,2,Male,2,3,Sales Executive,3,Married,No,10,10,9,0
30,Yes,Travel_Frequently,Research & Development,3,Technical Degree,3,Male,3,1,Research Scientist,4,Single,Yes,3,1,0,0
37,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,Divorced,No,18,18,12,17
40,No,Travel_Rarely,Sales,2,Marketing,4,Female,3,2,Sales Executive,2,Divorced,No,8,5,1,3
42,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,Divorced,No,8,5,1,2
37,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,Single,Yes,18,1,0,1
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,4,Research Director,2,Divorced,No,25,25,3,9
40,No,Travel_Rarely,Research & Development,3,Medical,2,Female,2,2,Laboratory Technician,3,Married,No,20,1,0,0
54,No,Travel_Rarely,Research & Development,2,Medical,1,Male,3,5,Research Director,1,Married,No,24,4,1,2
34,No,Non-Travel,Sales,4,Marketing,3,Female,3,2,Sales Executive,3,Married,No,6,3,1,2
31,No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,2,Manufacturing Director,1,Married,No,13,13,3,12
43,No,Travel_Frequently,Research & Development,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,No,8,3,1,2
43,No,Travel_Rarely,Research & Development,4,Other,3,Female,3,2,Healthcare Representative,3,Divorced,Yes,8,5,0,2
25,No,Travel_Rarely,Sales,2,Life Sciences,2,Female,2,2,Sales Executive,4,Single,Yes,5,5,1,3
37,No,Non-Travel,Research & Development,5,Medical,2,Female,3,2,Research Scientist,3,Married,Yes,15,13,10,7
31,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,No,4,4,3,2
39,No,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,3,5,Manager,3,Divorced,Yes,21,21,1,6
56,No,Travel_Frequently,Sales,3,Life Sciences,3,Female,4,4,Sales Executive,1,Married,No,36,7,7,7
30,No,Travel_Rarely,Sales,3,Technical Degree,2,Female,3,2,Sales Executive,3,Single,No,6,5,4,4
41,No,Travel_Rarely,Sales,3,Marketing,2,Male,4,3,Sales Executive,1,Married,No,10,10,0,7
28,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,No,10,10,1,8
25,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,3,1,Laboratory Technician,1,Married,No,6,2,0,2
52,No,Travel_Rarely,Research & Development,3,Medical,4,Male,2,3,Manufacturing Director,3,Married,Yes,28,5,0,4
45,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,1,Research Scientist,4,Married,No,8,2,0,2
52,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,4,Manager,4,Married,No,31,5,1,4
42,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,3,2,Research Scientist,3,Divorced,No,19,5,0,2
30,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,Single,No,11,5,0,2
60,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,5,Manager,1,Married,No,33,29,11,10
46,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,No,19,10,0,8
42,No,Travel_Frequently,Research & Development,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,Married,No,7,6,0,4
24,Yes,Travel_Rarely,Sales,1,Technical Degree,1,Female,3,1,Sales Representative,2,Single,Yes,6,5,1,4
34,Yes,Travel_Frequently,Sales,2,Marketing,4,Female,1,1,Sales Representative,3,Divorced,No,3,2,1,0
38,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,Yes,1,1,0,0
40,No,Travel_Rarely,Sales,4,Life Sciences,3,Female,3,5,Manager,3,Married,No,21,20,1,12
26,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,No,3,3,0,2
30,No,Non-Travel,Research & Development,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,Married,No,9,5,1,4
29,No,Travel_Rarely,Research & Development,4,Medical,2,Male,2,3,Research Director,3,Married,No,10,10,0,7
29,Yes,Travel_Rarely,Research & Development,5,Technical Degree,3,Female,2,1,Research Scientist,2,Married,No,6,2,1,1
19,Yes,Travel_Rarely,Human Resources,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,No,1,1,0,0
30,No,Non-Travel,Sales,4,Other,3,Female,3,3,Sales Executive,1,Married,No,10,9,7,8
57,No,Travel_Rarely,Sales,3,Marketing,1,Male,2,4,Manager,4,Divorced,No,32,1,0,0
50,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,2,4,Manager,3,Married,No,28,27,15,7
30,No,Non-Travel,Research & Development,3,Medical,3,Female,3,1,Laboratory Technician,4,Single,No,12,11,6,7
60,No,Travel_Frequently,Sales,3,Marketing,3,Female,2,3,Sales Executive,1,Married,No,22,18,13,11
47,No,Travel_Rarely,Research & Development,2,Medical,1,Female,3,2,Manufacturing Director,4,Divorced,No,20,5,0,4
46,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,4,Research Director,3,Married,No,26,3,0,1
35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,No,6,5,4,3
54,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,Single,No,19,1,0,0
34,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,No,14,7,5,7
46,No,Travel_Rarely,Sales,3,Marketing,3,Female,2,3,Sales Executive,4,Married,Yes,15,3,1,2
31,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,No,13,13,0,8
33,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,3,Manager,3,Married,Yes,15,7,7,7
33,Yes,Travel_Rarely,Research & Development,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,No,8,4,1,3
30,No,Travel_Rarely,Sales,1,Marketing,4,Male,3,1,Sales Representative,2,Single,No,4,3,1,2
35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,Married,Yes,10,8,0,0
31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,Married,No,12,1,0,0
34,Yes,Travel_Frequently,Human Resources,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,Yes,11,3,0,2
42,No,Travel_Frequently,Research & Development,2,Other,2,Male,3,1,Laboratory Technician,3,Married,No,8,2,2,0
36,No,Non-Travel,Sales,4,Medical,2,Male,3,3,Sales Executive,4,Single,No,10,10,9,7
22,Yes,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,Single,No,4,2,1,2
48,No,Travel_Rarely,Sales,5,Marketing,2,Female,3,2,Sales Executive,4,Married,No,14,9,6,7
55,No,Travel_Rarely,Sales,5,Life Sciences,1,Female,3,4,Manager,2,Single,No,37,10,7,7
41,No,Non-Travel,Sales,2,Life Sciences,4,Male,3,2,Sales Executive,4,Single,No,16,14,1,10
35,No,Travel_Rarely,Sales,3,Marketing,2,Male,3,2,Sales Executive,3,Married,No,15,11,6,9
40,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,Single,No,22,20,5,13
39,No,Travel_Frequently,Research & Development,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,Married,No,8,8,0,7
31,No,Travel_Rarely,Sales,1,Life Sciences,2,Male,3,2,Sales Executive,4,Single,Yes,10,6,0,5
42,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,3,Manufacturing Director,1,Married,Yes,10,10,5,8
45,No,Travel_Rarely,Sales,3,Other,4,Male,3,2,Sales Executive,2,Married,No,9,8,3,7
26,Yes,Travel_Frequently,Human Resources,4,Life Sciences,2,Female,3,1,Human Resources,3,Divorced,Yes,8,7,1,0
29,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,No,8,3,1,2
33,No,Travel_Rarely,Research & Development,5,Medical,1,Female,4,4,Research Director,3,Divorced,No,10,6,0,5
31,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,No,10,5,0,1
18,Yes,Travel_Frequently,Sales,3,Marketing,2,Male,3,1,Sales Representative,2,Single,Yes,0,0,0,0
40,No,Non-Travel,Sales,3,Other,3,Male,1,3,Sales Executive,1,Divorced,No,20,1,0,1
41,No,Non-Travel,Research & Development,4,Other,1,Female,2,2,Healthcare Representative,3,Single,Yes,10,8,0,7
26,No,Travel_Rarely,Sales,2,Medical,1,Male,3,2,Sales Executive,3,Divorced,No,8,0,0,0
35,No,Travel_Rarely,Sales,3,Medical,1,Female,3,2,Sales Executive,3,Single,No,5,5,0,3
34,No,Travel_Rarely,Sales,4,Life Sciences,4,Male,4,2,Sales Executive,4,Single,No,10,10,5,7
26,Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,Single,Yes,1,1,0,0
37,No,Travel_Rarely,Research & Development,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,Single,No,12,6,1,2
46,No,Travel_Frequently,Research & Development,1,Medical,1,Female,3,3,Healthcare Representative,3,Married,No,28,2,1,2
41,No,Travel_Rarely,Sales,5,Life Sciences,2,Female,3,4,Manager,1,Married,No,22,18,11,8
37,No,Non-Travel,Sales,4,Medical,1,Male,3,3,Sales Executive,2,Divorced,No,9,9,7,7
52,No,Travel_Rarely,Research & Development,2,Technical Degree,4,Male,3,2,Research Scientist,1,Divorced,Yes,18,10,6,9
32,Yes,Non-Travel,Sales,4,Other,4,Male,4,2,Sales Executive,3,Married,No,6,4,1,2
24,No,Travel_Frequently,Sales,3,Medical,4,Male,3,1,Sales Representative,4,Married,No,3,2,2,1
